user_id,registration_date,country,device,experiment_group
787,2026-01-21,UK,mobile,B
788,2026-01-10,UK,desktop,B
789,2026-01-26,DE,mobile,A
790,2026-01-07,UK,mobile,B
791,2026-01-14,FR,desktop,B
792,2026-01-26,UK,mobile,B
793,2026-01-05,UK,desktop,B
794,2026-01-03,US,desktop,B
795,2026-01-23,US,desktop,B
796,2026-01-29,UK,mobile,B
797,2026-01-11,DE,desktop,B
798,2026-01-11,US,desktop,A
799,2026-01-18,DE,mobile,A
800,2026-01-15,UK,desktop,B
801,2026-01-12,UK,desktop,B
802,2026-01-09,FR,desktop,A
803,2026-01-10,US,desktop,A
804,2026-01-26,UK,desktop,A
805,2026-01-12,FR,mobile,B
806,2026-01-17,US,desktop,A
807,2026-01-29,UK,desktop,B
808,2026-01-06,UK,mobile,B
809,2026-01-07,US,mobile,A
810,2026-01-14,US,mobile,B
811,2026-01-13,US,desktop,B
812,2026-01-08,UK,mobile,B
813,2026-01-10,UK,desktop,B
814,2026-01-09,FR,desktop,A
815,2026-01-18,DE,mobile,A
816,2026-01-27,US,mobile,B
817,2026-01-26,UK,desktop,B
818,2026-01-02,UK,mobile,A
819,2026-01-05,US,desktop,B
820,2026-01-29,DE,mobile,A
821,2026-01-05,US,mobile,B
822,2026-01-06,DE,mobile,B
823,2026-01-19,UK,desktop,A
824,2026-01-08,DE,mobile,A
825,2026-01-16,FR,desktop,A
826,2026-01-13,UK,desktop,A
827,2026-01-01,FR,desktop,B
828,2026-01-22,US,desktop,A
829,2026-01-20,US,mobile,B
830,2026-01-17,US,desktop,A
831,2026-01-07,DE,desktop,A
832,2026-01-25,UK,mobile,B
833,2026-01-13,US,desktop,A
834,2026-01-04,US,mobile,A
835,2026-01-04,UK,desktop,A
836,2026-01-06,US,mobile,A
837,2026-01-28,FR,desktop,B
838,2026-01-19,UK,mobile,B
839,2026-01-29,UK,desktop,A
840,2026-01-12,UK,desktop,A
841,2026-01-22,FR,mobile,A
842,2026-01-07,UK,mobile,B
843,2026-01-27,FR,mobile,B
844,2026-01-10,UK,mobile,B
845,2026-01-26,DE,desktop,B
846,2026-01-19,US,desktop,A
847,2026-01-07,DE,mobile,A
848,2026-01-30,US,desktop,A
849,2026-01-03,FR,mobile,B
850,2026-01-13,DE,mobile,A
851,2026-01-13,UK,desktop,B
852,2026-01-18,US,desktop,B
853,2026-01-28,US,desktop,A
854,2026-01-30,DE,desktop,A
855,2026-01-26,FR,desktop,A
856,2026-01-20,DE,desktop,B
857,2026-01-28,FR,desktop,B
858,2026-01-08,FR,mobile,A
859,2026-01-29,US,mobile,A
860,2026-01-09,DE,mobile,B
861,2026-01-07,DE,mobile,A
862,2026-01-01,FR,mobile,B
863,2026-01-03,DE,desktop,B
864,2026-01-13,UK,mobile,A
865,2026-01-28,UK,mobile,A
866,2026-01-30,DE,mobile,A
867,2026-01-25,DE,mobile,A
868,2026-01-28,FR,mobile,B
869,2026-01-17,UK,mobile,B
870,2026-01-25,UK,mobile,B
871,2026-01-24,US,desktop,A
872,2026-01-01,FR,desktop,B
873,2026-01-06,US,mobile,A
874,2026-01-21,UK,desktop,A
875,2026-01-06,FR,desktop,A
876,2026-01-26,DE,desktop,A
877,2026-01-12,FR,desktop,A
878,2026-01-13,DE,mobile,A
879,2026-01-13,DE,desktop,B
880,2026-01-29,FR,desktop,A
881,2026-01-15,DE,desktop,B
882,2026-01-21,US,mobile,B
883,2026-01-16,UK,mobile,A
884,2026-01-22,DE,mobile,A
885,2026-01-21,US,mobile,A
886,2026-01-11,DE,mobile,B
887,2026-01-28,UK,mobile,A
888,2026-01-05,US,mobile,B
889,2026-01-04,UK,desktop,A
890,2026-01-03,UK,desktop,A
891,2026-01-19,US,desktop,B
892,2026-01-20,US,mobile,B
893,2026-01-25,US,mobile,A
894,2026-01-18,FR,mobile,B
895,2026-01-15,US,mobile,B
896,2026-01-09,US,mobile,B
897,2026-01-17,US,desktop,B
898,2026-01-14,US,desktop,B
899,2026-01-15,DE,mobile,A
900,2026-01-01,FR,mobile,A
901,2026-01-21,UK,mobile,B
902,2026-01-22,US,mobile,A
903,2026-01-22,DE,desktop,A
904,2026-01-03,DE,mobile,B
905,2026-01-16,DE,mobile,A
906,2026-01-23,UK,mobile,B
907,2026-01-25,US,mobile,B
908,2026-01-11,FR,desktop,A
909,2026-01-12,FR,mobile,B
910,2026-01-10,DE,mobile,B
911,2026-01-16,UK,desktop,B
912,2026-01-08,UK,desktop,B
913,2026-01-06,UK,desktop,B
914,2026-01-12,FR,mobile,A
915,2026-01-24,DE,mobile,A
916,2026-01-28,US,desktop,B
917,2026-01-21,FR,desktop,B
918,2026-01-08,DE,desktop,A
919,2026-01-26,DE,desktop,B
920,2026-01-28,US,desktop,A
921,2026-01-04,US,desktop,B
922,2026-01-26,US,mobile,B
923,2026-01-08,UK,mobile,B
924,2026-01-26,US,mobile,B
925,2026-01-28,DE,desktop,B
926,2026-01-18,US,desktop,B
927,2026-01-28,DE,desktop,B
928,2026-01-28,FR,desktop,A
929,2026-01-05,UK,desktop,A
930,2026-01-09,FR,desktop,A
931,2026-01-04,FR,mobile,B
932,2026-01-27,DE,mobile,B
933,2026-01-22,FR,desktop,B
934,2026-01-17,DE,mobile,B
935,2026-01-09,US,desktop,B
936,2026-01-01,US,mobile,B
937,2026-01-21,DE,desktop,B
938,2026-01-20,US,desktop,A
939,2026-01-13,UK,mobile,B
940,2026-01-28,FR,mobile,A
941,2026-01-16,UK,desktop,A
942,2026-01-29,FR,desktop,B
943,2026-01-13,US,mobile,B
944,2026-01-14,UK,mobile,A
945,2026-01-03,US,desktop,A
946,2026-01-29,FR,mobile,B
947,2026-01-06,DE,desktop,B
948,2026-01-18,DE,desktop,A
949,2026-01-19,UK,desktop,B
950,2026-01-05,US,desktop,B
951,2026-01-15,US,mobile,B
952,2026-01-25,UK,mobile,A
953,2026-01-02,DE,mobile,A
954,2026-01-10,FR,mobile,A
955,2026-01-24,UK,mobile,B
956,2026-01-30,FR,mobile,B
957,2026-01-18,DE,mobile,A
958,2026-01-27,US,desktop,A
959,2026-01-13,DE,mobile,A
960,2026-01-05,UK,mobile,B
961,2026-01-23,US,desktop,A
962,2026-01-24,UK,mobile,A
963,2026-01-01,UK,mobile,B
964,2026-01-22,DE,desktop,B
965,2026-01-01,UK,mobile,B
966,2026-01-18,DE,mobile,A
967,2026-01-15,US,mobile,B
968,2026-01-17,DE,desktop,B
969,2026-01-11,US,mobile,A
970,2026-01-21,DE,mobile,B
971,2026-01-26,FR,desktop,A
972,2026-01-25,FR,mobile,A
973,2026-01-22,UK,desktop,B
974,2026-01-27,DE,desktop,B
975,2026-01-27,DE,mobile,B
976,2026-01-17,US,desktop,B
977,2026-01-13,UK,desktop,B
978,2026-01-01,DE,mobile,B
979,2026-01-02,UK,desktop,A
980,2026-01-09,FR,desktop,A
981,2026-01-03,DE,mobile,B
982,2026-01-01,DE,mobile,A
983,2026-01-21,UK,mobile,B
984,2026-01-16,DE,desktop,A
985,2026-01-23,UK,mobile,A
986,2026-01-06,DE,desktop,A
987,2026-01-28,US,desktop,B
988,2026-01-17,UK,desktop,A
989,2026-01-05,DE,desktop,B
990,2026-01-05,FR,desktop,A
991,2026-01-06,DE,desktop,A
992,2026-01-03,FR,desktop,A
993,2026-01-21,FR,mobile,A
994,2026-01-23,US,mobile,A
995,2026-01-05,UK,desktop,B
996,2026-01-21,DE,desktop,B
997,2026-01-05,US,mobile,A
998,2026-01-10,DE,desktop,A
999,2026-01-10,FR,mobile,A
1000,2026-01-19,UK,mobile,A
